rlregion,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RL11245,48.68793879543098,-1.167641586719062,0.1885641852767377,-6.192276571531468,5.930137725194453e-10,1.4507711126409945e-9
RL10489,99.3974276400948,-1.0290658134482988,0.16624933743684797,-6.189894223423316,6.020460153676387e-10,1.4725010886451337e-9
RL6984,467.33746533607047,1.0302125141818157,0.1664363390627612,6.189829216282717,6.022943500978379e-10,1.4727416628388367e-9
RL36266,77.16468363164539,-0.9643733031778767,0.1558058185267704,-6.189584652849015,6.032295060668848e-10,1.4746611276018942e-9
RL38350,2347.013982079354,0.7157053192737107,0.11563784806610526,6.189196108739176,6.04718126041538e-10,1.4779323040636892e-9
RL55680,236.98821031892916,0.975440917333952,0.15763490261760885,6.187975512632371,6.094179214757521e-10,1.4890480191320942e-9
RL53714,105.10150143026804,-0.9546918410968463,0.1542977431077653,-6.187335095563039,6.118980252314837e-10,1.494735972082878e-9
RL7726,479.6669198390432,0.7243674447730869,0.11710192915140301,6.18578575111722,6.179388779457809e-10,1.5091170806833048e-9
RL57620,49.80984144719876,-1.4520951205180095,0.23476296394538412,-6.185367129952528,6.195810304698832e-10,1.5127512976663984e-9
RL7306,446.5356334079663,0.8112862650578611,0.13116603514172587,6.185185548844716,6.202946537948102e-10,1.5141172011595915e-9
RL13788,58.35637192566809,-1.0215177334734855,0.1651841481517348,-6.184114788878774,6.245191332743534e-10,1.524050171161568e-9
RL9592,183.97421424993988,0.8357692590841074,0.13515229281705507,6.183907366006893,6.253407200945799e-10,1.525675992876714e-9
RL56691,24.08975438065396,-1.123337119808462,0.18178722683233478,-6.1794062178226286,6.43431421436382e-10,1.5694228908358846e-9
RL11546,623.524877743444,0.8818484152739808,0.1427151080923247,6.179082418544636,6.447523210201064e-10,1.572254232038104e-9
RL49621,67.63826228932899,-0.9886199584876956,0.16002990047829377,-6.177720260607114,6.5033811152231e-10,1.5854816919436654e-9
RL18304,152.88635766994366,-0.9281112921650809,0.1503379916047428,-6.173498011102879,6.679539077966847e-10,1.6280236720187251e-9
RL15066,60.01835230430809,-1.2490084825221355,0.20232750943306668,-6.173201489119938,6.692083827608696e-10,1.6306765058838063e-9
RL33893,1238.0645716279485,0.9377862972786221,0.15193202093777722,6.172407182437772,6.725801369271576e-10,1.6380795993612816e-9
RL44647,106.8411704844091,-1.0603451024136767,0.17178744416539712,-6.1724249264269595,6.725046347621442e-10,1.6380795993612816e-9
RL48096,726.1874254156992,0.9125064891212681,0.14783867849295232,6.17231226917906,6.729841412646006e-10,1.6386571453554122e-9
RL18628,249.98679571067143,1.7910959924085794,0.29027450359134094,6.170352443114156,6.813793791044921e-10,1.658687531682229e-9
RL36684,52.29113729161763,-0.9197959631623589,0.14906943768346495,-6.170251779680418,6.818133350582887e-10,1.659332577514844e-9
RL44718,598.6316704008104,0.7379230144909809,0.11964729400164428,6.16748603174293,6.938423976790931e-10,1.6881893818653852e-9
RL35333,24.472717762168667,-1.2631333086696672,0.2048176131678875,-6.167112725966033,6.954817913607521e-10,1.691759026792813e-9
RL53201,155.93468231059538,-1.315300784087394,0.21329886680807433,-6.166468691420183,6.983189934597463e-10,1.6982398503652076e-9
RL23322,46.808816038064904,-1.1024058643774488,0.1790014605925817,-6.158641726877258,7.337150451649968e-10,1.783877628997343e-9
RL1744,79.90614397727559,-0.712756552620052,0.11575098625245804,-6.157671530033432,7.382226823291253e-10,1.7943927575425768e-9
RL275,138.05897062111202,-1.0316359947253877,0.16755464218402596,-6.157012311197786,7.413008843334454e-10,1.8014290235472491e-9
RL40462,527.8114215640593,1.3629087867727732,0.22136277750026032,6.156901364192407,7.418201774060524e-10,1.8022449634159908e-9
RL5556,159.2435080411487,-0.9115362516920393,0.14812725226963627,-6.153737666265276,7.56778267161928e-10,1.8381307404229862e-9
RL38827,187.65982427211537,0.8277042061099771,0.13451842197244063,6.153091851460705,7.598676644859375e-10,1.8451781565904812e-9
RL34628,116.05777300481013,-0.891063179668343,0.14484371352839387,-6.151894051609405,7.656302044572366e-10,1.85871164592585e-9
RL49161,49.513548847853365,-0.9082888134370045,0.14764674582975645,-6.151769944759255,7.662297062292768e-10,1.8597072949015072e-9
RL4676,1003.7175893814405,1.3938603248611305,0.2266003409288579,6.1511837058477274,7.690677459426912e-10,1.866134238981277e-9
RL41728,86.81229200691236,-0.6849786508895536,0.11144069216156822,-6.146575704110508,7.917354353708927e-10,1.9206625433157527e-9
RL49485,125.02908281109659,-0.7271215555720407,0.11832183222996809,-6.1452864772988045,7.98193212836446e-10,1.935850172895505e-9
RL62740,805.1757728077322,0.9265811171966647,0.15078754248070833,6.144944747774578,7.999135426040614e-10,1.9395434539189836e-9
RL44104,121.05760814686373,-0.947017080655776,0.15414979842773135,-6.143485689342353,8.072994866187938e-10,1.9569688863481994e-9
RL59873,136.32215640468752,0.8629800467879184,0.14047328961437863,6.14337465262567,8.078642847050669e-10,1.9578547077501865e-9
RL53295,620.1819797861567,0.6907650104655894,0.11244511835024973,6.143130271907044,8.091087067742274e-10,1.960386750684163e-9
RL47377,452.0794387332896,0.9017005478817948,0.14681885345255122,6.141585543529704,8.170180590376071e-10,1.9790619979648005e-9
RL36804,46.06822801687708,-1.4232033386171585,0.2318108049056637,-6.139503890667808,8.277959685477132e-10,2.0046748239552516e-9
RL29574,162.95386515575473,-0.7326762815909906,0.11934489159667458,-6.139150757009912,8.296380497504845e-10,2.0086404458949106e-9
RL56990,82.60668854626306,-0.9483761646904977,0.1545516107086003,-6.13630722023736,8.446174642231382e-10,2.0444031300643867e-9
RL34783,3751.6225646874072,1.8410030429437565,0.3000823899359144,6.134991937837209,8.516351299345645e-10,2.0608814627790596e-9
RL62204,107.94411317629809,-0.7674015091269106,0.12508875165761166,-6.134856243728564,8.523623512571522e-10,2.06213310897887e-9
RL38526,943.2415854005305,0.8181527440956888,0.1334014507589017,6.133012343129219,8.6230454737357e-10,2.085158989216562e-9
RL53068,100.58025720696745,-1.11664678846284,0.18207088039674807,-6.133033388038608,8.621904390223052e-10,2.085158989216562e-9
RL25136,395.2430371387552,1.0865515629194844,0.17718791375218756,6.132199086892121,8.667254328981856e-10,2.095333272048297e-9
RL8542,323.635327870594,-0.673030549595219,0.10976067628139043,-6.131800316807352,8.689012282968964e-10,2.0995595624693705e-9
RL25644,723.5246085869338,0.9270782415111123,0.15119174342384353,6.131804690631727,8.688773346815876e-10,2.0995595624693705e-9
RL33798,405.09821168767434,0.8187106464450629,0.13354779907746495,6.130469031317891,8.762037227780717e-10,2.116684024029684e-9
RL55547,179.80689854289903,-0.9181686196524422,0.14978355670639237,-6.129969402797985,8.789597510827465e-10,2.1228196644448034e-9
RL61618,44.85075016983625,-1.3291716339791841,0.21689861847297767,-6.128077916479579,8.894702784022541e-10,2.147675961128629e-9
RL45008,79.12227362068226,-0.8661085428914566,0.14134632716753348,-6.127563129849738,8.923519770561742e-10,2.154104330061856e-9
RL57856,188.0750606091333,0.5938352555737347,0.09692241046271635,6.126913814242872,8.959997363839406e-10,2.1623783266872198e-9
RL63091,102.18880010232321,-0.9546696428971437,0.1558338399868845,-6.126202389529078,9.000131111962929e-10,2.17153040588393e-9
RL6197,131.0116608104952,-0.681064930042253,0.11120288012960304,-6.1245259947268975,9.095396461118861e-10,2.193976743998703e-9
RL19388,150.52479711219559,-1.1451068488237155,0.1870683145231884,-6.121329802657583,9.279760487237692e-10,2.237899017305357e-9
RL42168,86.20618426533771,-1.4222165425259938,0.23243499029929485,-6.118771277485705,9.429964011324775e-10,2.2735636285590303e-9
RL14154,187.57971134642142,-1.3043251721665574,0.21318195552112043,-6.118365735871744,9.453988838340657e-10,2.2787965241164766e-9
RL17386,87.51029071783692,-1.093676639797804,0.17880289244407058,-6.116660781312055,9.555647242451423e-10,2.3027351146226494e-9
RL51304,1992.0846001699867,0.6091020577238253,0.09958265872442827,6.116547454405419,9.562442044883365e-10,2.303807185494471e-9
RL12788,29.967424749292675,-1.3613304938809045,0.222587826477073,-6.115925185248728,9.599835820106429e-10,2.3122489024637023e-9
RL40112,571.1411966530549,0.809096216141453,0.132349394830996,6.113335215280969,9.757011598242399e-10,2.3495305025684248e-9
RL11012,274.799521531897,0.9021891400784202,0.14762120373513427,6.111514587681801,9.868997925692801e-10,2.375914675908392e-9
RL55691,68.74243849603207,-1.0374097814634584,0.16978690465423021,-6.110069463697073,9.958778467615796e-10,2.3969412880389e-9
RL17161,315.9852145263487,1.337037381478892,0.21891096383539144,6.107676646493905,1.0109189935495514e-9,2.432547051373829e-9
RL33932,1470.3579022358197,0.8264350062319266,0.13532345608759216,6.10710833232778,1.014523816146196e-9,2.440623193178747e-9
RL16847,6495.993112972007,1.8252915245938122,0.29892484901045296,6.106188664596379,1.020383847685251e-9,2.4541193691572776e-9
RL13410,262.7153001156454,-0.8419890038787947,0.137919026700487,-6.104951753374153,1.0283173955287765e-9,2.472594716966843e-9
RL33596,191.74595818962752,1.2394336476212606,0.20304876032275268,6.104118270168899,1.03369724262176e-9,2.4849221352621015e-9
RL52646,213.49656868912774,-3.8753672637963077,0.6349440691078291,-6.1034781681505486,1.0378475028650653e-9,2.494288418535228e-9
RL296,86.53198898682795,-0.7655836065949908,0.12545105746273183,-6.10264769447978,1.0432563063486081e-9,2.506674071040698e-9
RL52224,501.9842824192161,1.1503827276310752,0.18851930566595954,6.102201170152076,1.0461758327577979e-9,2.5130740405287612e-9
RL23842,112.40930175362105,-1.042824720121594,0.17090405270122663,-6.10181387532485,1.0487145470239638e-9,2.51855633450118e-9
RL30630,66.26716312209648,-1.0350509837752269,0.16965226052905602,-6.101014985284889,1.0539702536242082e-9,2.5305593864522554e-9
RL9787,173.73965661306514,1.1368736949113312,0.1863572716391339,6.100506220722082,1.0573306703418659e-9,2.5380071334043324e-9
RL7630,36.951582132424605,-1.31715931828764,0.2160616710136133,-6.096219251237071,1.0860643009968085e-9,2.606341993105733e-9
RL56871,103.4312218661284,0.8609820394306688,0.14124851535622365,6.0955121351845944,1.0908763620418372e-9,2.6172503970805868e-9
RL51597,123.26971887640386,-1.117298692409584,0.18332385834212755,-6.094671487463617,1.096624183272726e-9,2.6303980165457175e-9
RL43342,392.207825166342,0.7058908127468134,0.11583256526056719,6.094061813781822,1.100811211359496e-9,2.6397963603297314e-9
RL4759,308.5013858618637,0.9092929095020473,0.14922378564664251,6.09348506715428,1.1047864523942647e-9,2.648682363894453e-9
RL36235,60.26689602259439,-0.7475177240812233,0.12268970954905291,-6.092749969241359,1.10987342651567e-9,2.660228715739292e-9
RL33883,1017.2705356021368,0.7692940491046977,0.12628778416883144,6.09159511482318,1.1179113247985562e-9,2.678187169924816e-9
RL16639,201.64143469529634,-1.354274221907416,0.22231797749024867,-6.091609132090172,1.1178134238542074e-9,2.678187169924816e-9
RL62371,605.1817793222771,-0.802861361414012,0.13180193549775954,-6.091423152337999,1.1191130447592438e-9,2.680412219398969e-9
RL3610,66.4507578367174,-1.137399786342647,0.18674419215991628,-6.0906835879996075,1.1242956907239584e-9,2.6921686620115267e-9
RL22040,16.067458678512683,-1.494449874708567,0.2454175844040203,-6.089416446412084,1.1332298847283541e-9,2.71290040663882e-9
RL33244,64.69091181901047,-0.872064103400634,0.14338725973745817,-6.081879973139747,1.1878147708572443e-9,2.8421883649654335e-9
RL40412,66.23026640617259,-1.1181391101929585,0.1838473535705472,-6.081888525873712,1.1877513959837356e-9,2.8421883649654335e-9
RL34418,21.941599014349936,-1.016704422946537,0.16726229549960497,-6.0785033465533065,1.2130945143180638e-9,2.901970311961848e-9
RL4010,19.384756507564873,-1.5816737550250937,0.26028119493578494,-6.07678843419831,1.2261335953109872e-9,2.932448101791012e-9
RL19558,140.0006221907559,-1.4084569777536822,0.23183183362481274,-6.075338989178992,1.2372606917262909e-9,2.958339418736834e-9
RL14080,202.90258530092382,-0.9521636262675779,0.15681547191194756,-6.071872976935727,1.2642692112280057e-9,3.0221819995761963e-9
RL61927,1030.1425895377402,0.5522401142568643,0.0909547269007511,6.071593341811286,1.2664731214783956e-9,3.026713568488159e-9
RL25531,56.13021832877851,-1.1733685026166403,0.1932781855472701,-6.070879128413947,1.2721191198969506e-9,3.039467094255001e-9
RL15305,377.3301765543902,1.1549709953982181,0.19029051456049564,6.069514279604509,1.2829768460473682e-9,3.0646637383082355e-9
RL57036,82.91342736438465,-0.8956192736999792,0.1476142066386626,-6.067297275067302,1.3008065255976036e-9,3.1064980742627593e-9
RL44269,65.4058771088588,-1.128982678167663,0.1861004177672168,-6.066524147086268,1.3070808254907988e-9,3.1207230017796366e-9
RL61426,1002.2361417086395,0.7465189926884088,0.12306397023938564,6.066105223456307,1.3104929024084433e-9,3.128108969774165e-9
RL37676,87.06737811933371,-0.8468524122202642,0.13960616262055933,-6.06601024141001,1.3112677250693629e-9,3.1291978275045305e-9
RL54018,730.9507055836746,0.8027970102121029,0.1323446781826769,6.065956117283332,1.311709446119039e-9,3.129491438505579e-9
RL40496,155.13487718956046,-0.773963669168608,0.1275964914930758,-6.065712780281331,1.3136971752276865e-9,3.1334724947135974e-9
RL1902,40.98317652898778,-1.1914413340079637,0.19646277441268756,-6.06446354822026,1.323948004454842e-9,3.157156241803436e-9
RL63026,108.23629084573065,-0.7419156485814241,0.12238115557955917,-6.062335700851507,1.3415882782514884e-9,3.198445470364073e-9
RL42094,509.2208186423021,0.9500506513712037,0.15672373222976155,6.061945040834032,1.344851725764596e-9,3.2054475599534788e-9
RL24037,209.65263240449477,-0.6391810998915918,0.10544627950715996,-6.061675223431571,1.3471102095975293e-9,3.210051506490594e-9
RL39437,115.13773127615546,-0.8971949088189166,0.1480236816453157,-6.061157909642554,1.3514506848170543e-9,3.2196132277786205e-9
RL60740,65.87920202615098,-0.8288345617455978,0.13674984049914504,-6.060954504373112,1.3531610698057196e-9,3.222906064878042e-9
RL49830,3085.6247964550357,1.854112278471439,0.30609357058390707,6.057338201957383,1.3839242569207768e-9,3.2953773528035957e-9
RL20047,196.1762867555633,-0.6191402906109571,0.10223095851638303,-6.056289597556074,1.392971308837183e-9,3.3161159400681543e-9
RL17575,81.72738351913762,-0.9539917213492481,0.15756111806773967,-6.054740744725497,1.406439902816158e-9,3.3473678734015197e-9
RL61075,47.99958388830522,-1.0505520358318237,0.17351376322008583,-6.054574670824802,1.4078915692210963e-9,3.3500109546283415e-9
RL2099,184.51129352168167,1.1734802148033034,0.19388770439462016,6.052370460866956,1.42729763713731e-9,3.3953640495853643e-9
RL36680,102.42033475035669,-0.8126823533206078,0.1342955711013739,-6.051445678034677,1.4355169266249418e-9,3.414089663225219e-9
RL57136,339.1475662096705,1.0422563559833227,0.1722614048000878,6.050434554349991,1.4445563928616527e-9,3.4347563626879976e-9
RL39316,99.88360508788148,1.0203888917464043,0.16864946182203322,6.050353678704094,1.4452818142784265e-9,3.4352363507874965e-9
RL28006,50.12382660765144,-1.2307548202471121,0.20341931692814857,-6.050334052993784,1.4454579023883846e-9,3.4352363507874965e-9
RL24806,1274.606486216587,0.8535605487700709,0.14118377385473974,6.045741132038848,1.4872472970561246e-9,3.533696699030037e-9
RL14258,144.5379402673774,-1.3569275992759409,0.22452150768800358,-6.043641935460078,1.5067370303730685e-9,3.5791382772771e-9
RL30934,123.16094288317895,-1.0957713098456596,0.18132970087541783,-6.0429775406650394,1.5129572182227035e-9,3.593044711716312e-9
RL51798,50.682376698860566,-0.7795063056403443,0.12902871569541827,-6.04133972379006,1.5283978454249978e-9,3.6288362770970692e-9
RL60518,136.70305551861418,-0.9702831850322858,0.16061900492805745,-6.04089899241303,1.5325790254555614e-9,3.6378839811393795e-9
RL19145,27.326783155327224,-1.4569544177677365,0.24128690030945912,-6.0382657156237665,1.5577939541322826e-9,3.6968430714304046e-9
RL36244,147.9967643750694,-0.9129144512151449,0.15119297312918853,-6.038074603077584,1.5596396056184213e-9,3.7003288057919536e-9
RL58232,146.15763588132089,1.0026854969110193,0.16610540866265502,6.036440986382221,1.5755033134562688e-9,3.737063415009797e-9
RL50249,511.6510673005963,0.7710115572285724,0.12777428976446384,6.03416820903358,1.597835609871073e-9,3.789119944200419e-9
RL52275,228.0703397310097,0.708531125444092,0.11745139161907969,6.032547726143696,1.6139465469047538e-9,3.826401518736042e-9
RL52714,420.949800900102,0.5799079251550603,0.09616232452937057,6.030510680697415,1.6344236795507668e-9,3.8740141282134995e-9
RL16926,132.77935663635276,-0.9274476248376621,0.15380739767051016,-6.029928591760341,1.6403214154000146e-9,3.887055091512583e-9
RL57932,236.92831198447186,0.5675404937038147,0.09415534988781907,6.027703092601833,1.6630620360352253e-9,3.9399925678807995e-9
RL59011,669.0876733056995,0.9409201163578182,0.1561146552239622,6.0271094664877785,1.6691795523197022e-9,3.953531887066926e-9
RL43155,356.2999444532541,0.6339330824305103,0.10522283285261629,6.024672262135812,1.6945264031451752e-9,4.012599295607818e-9
RL20753,679.6076959344771,0.8737070224605303,0.14503186413688535,6.024241828925952,1.6990416971287187e-9,4.022321471987468e-9
RL39738,82.96512096544707,-0.8762822768503117,0.14552942686005785,-6.021340808913863,1.7297809865290605e-9,4.094106842062033e-9
RL49829,9227.447206754314,1.8321209843883806,0.3043057634107738,6.020658182261411,1.737092501568624e-9,4.110421292868407e-9
RL3594,94.31179207482397,-0.7516989291962402,0.12487896021311609,-6.019420148225168,1.7504298149724855e-9,4.140983084324213e-9
RL191,613.5779406522,0.797488774811628,0.1324901719561865,6.019229675959297,1.7524906054948386e-9,4.14485976540446e-9
RL38894,86.62843371639241,-0.8156298844643316,0.13550622057375195,-6.019132413337504,1.7535438377312461e-9,4.14635215182298e-9
RL21678,78.15902301707419,-0.9135444185461139,0.15182042706718357,-6.017269455722531,1.7738367905390884e-9,4.193326259772231e-9
RL31271,30.007408663660634,-1.6332254864890414,0.2716335874117263,-6.012605076019167,1.8256541944657494e-9,4.3147831984726015e-9
RL52403,87.54367052497928,-0.762226940887317,0.12679145167842223,-6.011658757725503,1.8363455380036686e-9,4.33900702194322e-9
RL41801,527.43835600842,0.5934352598592892,0.09876091833737399,6.0088066195584995,1.8689388414083765e-9,4.414957763442448e-9
RL38666,233.0745505672849,-0.5724343207495435,0.09526718350013484,-6.008725142469792,1.869878167456624e-9,4.416114382978366e-9
RL60297,1173.7716180872042,0.6501618720288133,0.10823989766940849,6.006674858604994,1.8936673089501204e-9,4.471222162512667e-9
RL13616,125.86036075410094,-0.7983499322589914,0.13293616611715883,-6.00551343985197,1.90727364148028e-9,4.501184128655696e-9
RL25390,68.45406037133355,-0.8320929284147228,0.13855437775757035,-6.00553329228357,1.907040266729713e-9,4.501184128655696e-9
RL23605,580.086334188286,0.8298978202216288,0.13823403631819,6.003570772623267,1.9302457069445616e-9,4.55430390249774e-9
RL17139,62.83584070012218,-1.152813420914398,0.19207244757289813,-6.001971836574143,1.9493551953587707e-9,4.598286816820353e-9
RL35460,799.8712956163295,0.6692735007932977,0.1115161495130412,6.001583660445789,1.9540221676492588e-9,4.608188685474476e-9
RL39744,146.20703779150975,-0.8093417915097727,0.13492584022500176,-5.998419503336928,1.992472459925881e-9,4.697738188828848e-9
RL42591,281.6775277543824,0.6044889879620098,0.10079671164005223,5.997110204553659,2.0085975600948852e-9,4.734620268874646e-9
RL50487,171.25038249162387,0.6015541939582537,0.10032457566018957,5.996080122938015,2.0213731624817313e-9,4.763591182042381e-9
RL39044,350.40537335830754,0.7414969373892478,0.123667890451208,5.99587277411996,2.0239543639314218e-9,4.768529715404645e-9
RL56513,2043.7353604247783,1.16092447922866,0.19365769818489956,5.994724145281527,2.0383114483975744e-9,4.801203747484812e-9
RL55801,466.576071984256,0.859494153623743,0.1433888076103074,5.9941509239662505,2.0455133916591956e-9,4.817012351581128e-9
RL34724,184.4726181929418,0.8670792949403693,0.1446661938199929,5.993655269725765,2.0517607642100776e-9,4.830565980470622e-9
RL55420,83.9770421605353,-0.7377146762934752,0.12309890390172133,-5.9928614545783905,2.0618049892522057e-9,4.853050094548576e-9
RL26907,1768.3005012729723,0.6180510113245425,0.10318006873315758,5.990023256554857,2.0981103278489134e-9,4.937321691702931e-9
RL58109,48.35202585956824,-1.6647088352923656,0.277935264165471,-5.9895560223018975,2.1041464411070724e-9,4.950339734468484e-9
RL57632,15.381764742018696,-1.086332619058706,0.18143917052891756,-5.987310324953054,2.13339504868311e-9,5.017949551633087e-9
RL38713,391.9910543760963,0.6692422259928248,0.11179286938499254,5.986448238376339,2.1447279965123614e-9,5.043397731262306e-9
RL28957,45.90220471608923,-0.877639593069912,0.1466072152258977,-5.98633288080408,2.146248923314152e-9,5.045765962878854e-9
RL8792,388.48561589005965,0.7131294289977239,0.11915981148969923,5.98464717325749,2.168594280348013e-9,5.097078945193271e-9
RL57426,69.86674965516613,-0.9317913600032377,0.15578371899051666,-5.981314132447696,2.213445325338439e-9,5.201252236138663e-9
RL12147,709.4106032741395,0.85729072159002,0.1433305594425651,5.981213810398545,2.2148092214265734e-9,5.203212094356209e-9
RL62055,889.3231541430249,0.8414471587651248,0.14081350544253093,5.975614030207761,2.292251333774314e-9,5.383857473729673e-9
RL31657,275.5138234796462,0.809743846002416,0.13552057015021107,5.97506227360832,2.3000230703483397e-9,5.400819356963342e-9
RL56796,680.5033154765389,0.7554861916229921,0.1265754457164647,5.96866309533145,2.392054601986195e-9,5.615581207627166e-9
RL40498,715.4642704664612,0.6766102902667871,0.11336568024841243,5.968387335427843,2.3961000943487034e-9,5.623733969049777e-9
RL43122,53.679566695022594,-0.9958719684374113,0.16687009025014637,-5.967947682802537,2.402563734841702e-9,5.637556959652452e-9
RL3404,67.89813806709637,-0.8352185937117157,0.1399712805019632,-5.96707117857653,2.415500553898805e-9,5.66655887226141e-9
RL9273,80.64792622875183,-1.1693707713274375,0.19598729943931106,-5.966564030795995,2.4230167927029207e-9,5.6828337483502944e-9
RL54220,63.74608257829427,-0.7455214853160194,0.12496108757217043,-5.9660291039436455,2.4309694193175167e-9,5.700124092095992e-9
RL47435,142.72206510495815,-0.7224456753336774,0.12115656508599014,-5.9629098499196145,2.4778514428710722e-9,5.808665831700628e-9
RL28672,307.49426700727935,0.7632608901751089,0.1280520619812,5.960551344242838,2.5138829900351724e-9,5.8917257666218124e-9
RL14938,120.80453401198518,0.9392447531347199,0.15769316643311598,5.95615380412246,2.582433092893942e-9,6.050940818949775e-9
RL55733,270.94889573170417,0.9147658850237861,0.15365995537469057,5.953183331292688,2.6297642797312344e-9,6.1603733842940654e-9
RL57775,84.52008070729471,-1.0705710620171616,0.17984187873740454,-5.952846297721077,2.635187605413858e-9,6.171605601040802e-9
RL46389,166.05665148504738,-0.7380732545674391,0.12399041115250453,-5.9526639818915585,2.6381258516525987e-9,6.177013796668698e-9
RL52872,47.67530899853581,-1.0278388097243807,0.17269359604773105,-5.95180616564551,2.6519935043677187e-9,6.20800386481311e-9
RL41181,523.0560872750518,0.7919123926008329,0.1330691546804169,5.951134164057138,2.6629068018214055e-9,6.232065012842279e-9
RL1499,111.9770448552331,-0.8121071754926238,0.13647232998294792,-5.950709389911462,2.6698276758881746e-9,6.246773356497945e-9
RL43203,205.6356857697487,-0.7255888934486391,0.1219434576638335,-5.950207640076105,2.678025288413739e-9,6.26446125112504e-9
RL300,147.9995664545778,-0.9972183269280848,0.16764252918480496,-5.948480566221809,2.706430132381779e-9,6.329398404379393e-9
RL62390,572.5295418985188,0.5308413097082457,0.08925241903934496,5.94764058410827,2.720350993449684e-9,6.360439703732357e-9
RL10311,29.35129945031444,-1.108922742701451,0.1864583102903784,-5.947295891368342,2.7260836759271054e-9,6.372326040848411e-9
RL20505,129.822085492972,-0.7549845256812341,0.12698673203422647,-5.945381171615194,2.7581427426429045e-9,6.445731016838011e-9
RL26258,174.70608942952822,0.8819863171568356,0.14839144104526505,5.943646823187033,2.787498457822148e-9,6.512784881230906e-9
RL54468,31.298847016856328,-1.1673607433779816,0.1964992870224262,-5.940788697338898,2.836540420820232e-9,6.62579137308627e-9
RL46352,77.19191933710403,-0.8771333641450135,0.14767385943515052,-5.939665743822439,2.856037971516127e-9,6.669748604111383e-9
RL8900,769.4057966708002,0.7531787561561581,0.1268253797744906,5.93870688576208,2.8727896177047913e-9,6.7072739053402405e-9
RL53100,51.5369769794609,-0.939938484474893,0.1583268730190633,-5.936695815130006,2.908235207062274e-9,6.788416860791903e-9
RL38175,190.1653960512126,0.7956612134559489,0.13407832033328118,5.934301768385506,2.950986303296978e-9,6.886569747713005e-9
RL54255,310.7865010251676,-0.7280929724795149,0.12278959477281676,-5.9295983004636525,3.0367666983627645e-9,7.085067469214147e-9
RL38922,146.8050429336527,-1.0133571156191414,0.1709152544237505,-5.929003347511179,3.0477887494377516e-9,7.109093947619649e-9
RL54701,91.04125083437216,-0.8610632502220376,0.1452923024478525,-5.926420296980878,3.0960955006508033e-9,7.220056475039394e-9
RL47976,316.5790024612513,0.8176940135887538,0.13803588183571308,5.923778677793019,3.14626837310193e-9,7.335102395263728e-9
RL44051,134.6477303069001,-1.40425304165353,0.23705496562519623,-5.923744469768972,3.146923257764367e-9,7.335102395263728e-9
RL33823,89.39030680292024,-0.7534587175583268,0.1272282123892118,-5.92210409475356,3.178483152554396e-9,7.406906634571468e-9
RL61895,28.097932832120907,-1.0876235412120874,0.18377104572186115,-5.918361823212421,3.251640165924057e-9,7.57558871396779e-9
RL35372,198.93840885611232,-1.3027161434154064,0.22016376267614168,-5.917032519705282,3.2780190068496456e-9,7.635234024493245e-9
RL50755,167.28042840973293,0.7953320488371333,0.13444466169477431,5.915683366013831,3.305004755794905e-9,7.696264335287164e-9
RL40954,71.10601568973618,-1.0847019658607915,0.18338547544732686,-5.914873919076249,3.32129897907723e-9,7.732374579075012e-9
RL47857,1913.7780748013874,0.7748020638192382,0.13100361567226707,5.914356331641773,3.3317590162293702e-9,7.754888252991804e-9
RL26034,141.818171210872,0.6264409925803328,0.1059300839316704,5.9137212898312725,3.344636535369872e-9,7.783016771879654e-9
RL56976,69.3618558216757,0.8514604580157984,0.14401557922410535,5.912280203316231,3.37403921641222e-9,7.849577139343282e-9
RL34893,68.22667219147816,-1.0057645456818116,0.1703141241200764,-5.905350192640032,3.5189843350546743e-9,8.184847505977476e-9
RL19188,100.16754842262638,-0.9251980806760941,0.1567074269817201,-5.9039836113448425,3.548274263676926e-9,8.251019007650345e-9
RL46443,690.1609739761843,0.8522522362587502,0.14437704862054604,5.902962031719131,3.5703246552695007e-9,8.300328625650213e-9
RL3087,45.519484938043604,-1.3612097514059873,0.2306311611656915,-5.902106829475911,3.588886384023578e-9,8.341506341091488e-9
RL44999,65.3411814452719,-1.077669370318158,0.18260736108454478,-5.901565872907014,3.6006760390706847e-9,8.366928230874141e-9
RL61350,781.9161190908384,0.8665162444567651,0.1468813628096148,5.899429497940655,3.647605934377905e-9,8.473974515162297e-9
RL39959,382.2034399427688,1.4769367124160715,0.2503569402651446,5.899324024538315,3.649938234473336e-9,8.477387290096539e-9
RL33,881.2945778148496,1.0578582788320694,0.17937840235214728,5.897355896588551,3.6937260504403965e-9,8.57706072719903e-9
RL64073,27.868101612060023,-0.8266520146817458,0.1401804916861241,-5.897054609657734,3.700474194436645e-9,8.590698957297364e-9
RL25196,50.852340715552614,-1.5245552618915177,0.2585405295675414,-5.896774731766924,3.7067535753975452e-9,8.603242758308649e-9
RL48973,222.376481115487,0.7857503139967563,0.1332566725255872,5.896517593487718,3.712531908822513e-9,8.6146179925891e-9
RL15373,362.5330981554984,-0.7507880958996631,0.12744776028056656,-5.890947743976514,3.839869752755749e-9,8.907989835119643e-9
RL24867,108.94656505717174,-0.8640250337938494,0.14668303281524867,-5.890422479075087,3.852095409564962e-9,8.934241124687748e-9
RL35919,60.34329833131337,-0.6724268819429128,0.11425033129173404,-5.885557392616179,3.967146861104769e-9,9.198909604734082e-9
