rlregion,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RL6166,596.5891819239137,1.6292295622561486,0.2087647380907301,7.804141528671753,5.990793264995285e-15,2.0244180957416965e-14
RL31193,42.87666973798919,-1.5592920782925008,0.19981054608661056,-7.803852743671522,6.004525236330674e-15,2.028360434150919e-14
RL31142,54.844858897389905,-1.3474826463862692,0.17273543861984675,-7.800846526645794,6.1493262037019775e-15,2.0765606368759772e-14
RL42621,233.53135626651653,1.2380121618348732,0.15872322747845063,7.79981721328691,6.19969092629334e-15,2.0928485698247025e-14
RL16101,52.46109784310999,-1.3580736222623104,0.17424396061916067,-7.794092934047841,6.487278986570847e-15,2.1891779947809524e-14
RL5015,90.88711922777588,-1.1437432484294974,0.14676055063045787,-7.793260815090805,6.5301633504899944e-15,2.2028926177194005e-14
RL58077,1344.3615100087463,0.894546983302634,0.11478742232465658,7.793074930915,6.539781201672268e-15,2.2053795123771178e-14
RL57722,647.1232671592782,1.0093726186928977,0.12955445541244753,7.79110695560006,6.642465508590175e-15,2.2392382867955892e-14
RL47649,441.25966620441346,-1.0602323407377907,0.1360835270223489,-7.791041016769571,6.645933377805918e-15,2.2396384958838063e-14
RL17737,151.43576182726824,-0.9164954120675586,0.11764104059269657,-7.790609530909375,6.668670200234501e-15,2.2465297209709365e-14
RL16801,42.4549605321155,-1.7252365296523726,0.22148101067514986,-7.789546040056715,6.725037469477979e-15,2.2647416992549298e-14
RL53278,86.9000419099197,-1.0431277839885462,0.13391500955999852,-7.789476231349475,6.7287538367683694e-15,2.2652164099096806e-14
RL62332,74.77280127232459,-0.9831952838834123,0.12627288989540547,-7.7862737179596815,6.9014352161282546e-15,2.3225529068670136e-14
RL52603,162.92992066791277,-0.9525518308985472,0.12239915191003238,-7.782340122737989,7.119514824319311e-15,2.3951228357250988e-14
RL22565,106.53253502795229,-1.0804769764138376,0.13886424130387015,-7.780815033940092,7.205878627754969e-15,2.4233468535806092e-14
RL22618,83.55528469933188,-1.2792155585990717,0.1645000321411134,-7.776384855060209,7.462644616032414e-15,2.5088384159342113e-14
RL9076,113.35902736315978,-0.9811632001832302,0.12618539221757866,-7.775568811415448,7.51091370604726e-15,2.5242016630179358e-14
RL13496,210.63799764955849,-0.9385060417702281,0.12074216234141284,-7.772811282909532,7.676306504099798e-15,2.5789028351098195e-14
RL41116,40.659919454403315,-1.359532801680529,0.17492374716830392,-7.772145427301226,7.716777833736437e-15,2.5916128018909647e-14
RL48190,29.65750641829122,-1.5014132585183806,0.19324152400929026,-7.769620252250747,7.87217763405791e-15,2.642898610818758e-14
RL20910,41.94220688200251,-1.6088694545351496,0.20707491631927383,-7.769504308549618,7.879386311641172e-15,2.6444146814872284e-14
RL1202,74.82893970277006,-0.96629026610153,0.12443438233823138,-7.765460381159024,8.134919124806852e-15,2.7292417425897944e-14
RL59037,388.47303456010593,1.0117699498281216,0.13031758624332657,7.76387883626822,8.237059317068843e-15,2.7625656589349738e-14
RL48392,164.24789325223,-1.0802990062979871,0.1391707976429958,-7.762397173789256,8.33389343351783e-15,2.7940878633371484e-14
RL5334,177.497849705815,-1.214652878217653,0.15659575716679566,-7.756614228850935,8.722674447639909e-15,2.9234355998574715e-14
RL19060,165.02397844865877,1.239302228314546,0.15985363836303274,7.7527308167991205,8.993713629916029e-15,3.013246941172822e-14
RL1859,845.6425200862515,0.6621403042509509,0.08543391061041718,7.750321851358803,9.165992836113359e-15,3.069919838016139e-14
RL45774,373.8842441310499,0.8777837105795804,0.11328403599504216,7.74852081204095,9.296913488493343e-15,3.1127068004433897e-14
RL10939,129.138250221111,-0.8758263501344744,0.11307367729763801,-7.745625428180618,9.511251098615372e-15,3.182895820732465e-14
RL58050,103.22617232387258,-1.4396953103328647,0.18587262573907806,-7.74560161620497,9.513033843024221e-15,3.182895820732465e-14
RL64292,178.61011995835247,-1.103755596816828,0.14264766941531665,-7.737634980935155,1.0128313057095017e-14,3.387603345390772e-14
RL10583,62.66249055415395,-1.563937205839798,0.20225502101316806,-7.7325012650142115,1.0545377170869065e-14,3.525897303981417e-14
RL42309,105.62740934244846,-1.2763702469087561,0.16512013005662857,-7.729949379709307,1.0758935696096796e-14,3.59607721360349e-14
RL4421,494.0182641734401,0.8828410710993408,0.11421190923987454,7.729851264854932,1.0767230995907184e-14,3.597625327655956e-14
RL123,897.8526302211174,0.7809362854427342,0.10103799184498224,7.72913506278794,1.0827974556471378e-14,3.616690821243161e-14
RL24954,63.14755975820111,-1.0308753360079814,0.13338505031772252,-7.728567283608182,1.0876369382056193e-14,3.631620106487311e-14
RL31264,64.08534068653057,-1.5417376805982763,0.19950527378588076,-7.7278041394181285,1.0941751643093864e-14,3.652209419958591e-14
RL26284,132.50393979216082,-1.131810126341779,0.14650337525358342,-7.725488401770425,1.1142528703090656e-14,3.717962346732934e-14
RL52194,71.53456948634717,-1.3154054433487792,0.17029016153397625,-7.724494659583312,1.1229794876019861e-14,3.745807937585429e-14
RL31254,524.6138084541217,1.4457975820623008,0.18718749648103744,7.723793571910738,1.1291765641626206e-14,3.765199952487923e-14
RL54785,262.3262867028011,1.246620163209242,0.16143104909368028,7.7223072649785856,1.1424258802974722e-14,3.808086267658241e-14
RL39734,360.0566092180874,0.8157130058954009,0.10568028833889702,7.718686414627873,1.1753466955128414e-14,3.9164928910539876e-14
RL36080,75.18052784682571,-1.281408502353095,0.16604954798888769,-7.717024935465943,1.1907636345453606e-14,3.9665192982481145e-14
RL53980,140.4343999838753,-1.3008981101220856,0.1686093057717931,-7.7154585517528105,1.205480324284041e-14,4.014179987951605e-14
RL55181,101.88941864357268,-1.2351779277428625,0.16012382092142635,-7.713892415476216,1.2203735824237895e-14,4.062396128610716e-14
RL29697,130.12518032348223,-1.6766823064970802,0.21737153386287736,-7.7134401027632595,1.2247084686906802e-14,4.075444650132999e-14
RL24483,778.5338473863686,2.097451239460886,0.2719810474206675,7.711755136440818,1.240990651384665e-14,4.1282277088744614e-14
RL42852,58.316454937781586,-1.5503084240170544,0.20108588592204307,-7.7096829392495385,1.261306998873117e-14,4.194390358596007e-14
RL24127,1137.2751774355886,2.0960481129574506,0.2718843245404638,7.709337846160018,1.264722020814401e-14,4.2043230346639866e-14
RL42279,43.40707948354051,-0.9899427034894771,0.12842631861737122,-7.708254150295136,1.2755054673840509e-14,4.238735597195052e-14
RL49804,43.39945672366733,-1.2566836699158122,0.16306879888820996,-7.706463029615604,1.2935268872133963e-14,4.297169835059388e-14
RL61505,1341.4128149161515,1.2472907225378616,0.161907596770625,7.703719574720773,1.3216170743507884e-14,4.38900225570671e-14
RL47200,57.06358845134332,-1.3705288572441938,0.17795548667443126,-7.70152627972393,1.3445051632384666e-14,4.463502604124998e-14
RL26936,939.8761224971915,1.2752939304083746,0.1656048317692186,7.700825614711422,1.3518988040424053e-14,4.486531346974119e-14
RL36718,57.9920646516973,-1.23457039209839,0.16033755920955756,-7.699820292791375,1.3625772083908082e-14,4.5204419548641e-14
RL6896,40.12768235400797,-2.188180815553464,0.2842117823249808,-7.699120696732402,1.370057157727949e-14,4.543722150924843e-14
RL32135,46.43592975564069,-1.2301218956937392,0.15980830823362074,-7.697483999989833,1.3877145930312529e-14,4.600728326659994e-14
RL51364,114.35481464557792,-0.9837928685488743,0.12781592911099204,-7.696950414486867,1.393519411362581e-14,4.618413978933697e-14
RL51783,366.74024129061513,0.8154153382749038,0.10595326402062397,7.695990735275337,1.4040198425732445e-14,4.651644687607713e-14
RL50380,591.9856620574303,0.7441758741398237,0.09671607169425213,7.694438588163319,1.4211678272318357e-14,4.706869498622809e-14
RL38757,3041.689932702611,0.9365571370652681,0.12174405923870375,7.692836454787162,1.439084166741773e-14,4.764600983615715e-14
RL4190,35.62627842933557,-1.4657892512128552,0.19054386888173752,-7.692660277212111,1.4410678363557475e-14,4.769560550392127e-14
RL58743,45.259349591357925,-1.738845720918059,0.22607542951766757,-7.69144052773842,1.454875576932434e-14,4.8136381959152636e-14
RL6974,243.67201927803222,-1.4733971790306952,0.1915818054134907,-7.690694718377167,1.463382288485885e-14,4.840152938003163e-14
RL41796,554.2688074422031,0.8344231862310589,0.10850151205178732,7.6904291051058555,1.4664236794528346e-14,4.848579303780079e-14
RL3883,64.97694296115475,-1.1223017248485865,0.14601570265582986,-7.6861714489292785,1.5160331662314362e-14,5.0092347551792405e-14
RL7982,77.8292021774326,-0.9941752263098482,0.1293453626611113,-7.686206956755125,1.5156126845814292e-14,5.0092347551792405e-14
RL42753,28.337012620515313,-1.4230545359789863,0.18516273933096167,-7.685426026428594,1.5248869602460252e-14,5.0367944667393096e-14
RL30614,57.1108694830863,-1.5082448769463295,0.19635255728605985,-7.681310077102867,1.5746980731970087e-14,5.199574673434642e-14
RL54400,2191.9228687511227,0.8750506083448547,0.11394827064481763,7.679367167163339,1.59876395663891e-14,5.2772645560316285e-14
RL20885,176.2519564329956,-0.9356118553791724,0.12183964124801122,-7.679043091358777,1.6028131863509116e-14,5.288852651198237e-14
RL10655,140.96039221079215,-1.3349545681214043,0.17386942225438054,-7.677914556869536,1.6169927872814092e-14,5.3338492344989715e-14
RL2869,119.4056337704858,-0.9254979522690219,0.12058128370043918,-7.675303528599365,1.6502741420883194e-14,5.4418039205195756e-14
RL38606,41.309098941664644,-1.3825217965042378,0.18013674702676222,-7.674846022943014,1.6561747065435863e-14,5.4594278678274645e-14
RL24994,116.48705097319034,-0.8966878746450804,0.11691102853227459,-7.669831374356097,1.7222261160766156e-14,5.675255187876633e-14
RL15078,268.48059896342767,1.64056229776492,0.21393416503214177,7.668538110864338,1.7396767422622895e-14,5.730837171759706e-14
RL57987,117.96126024919081,-1.7561017721352716,0.22900937033447621,-7.668252917207813,1.743548344485152e-14,5.74166490370362e-14
RL57902,1256.5802776968262,0.7449300238911827,0.09716744889152945,7.666456538575665,1.768130387680946e-14,5.820663897762954e-14
RL6991,217.86662561609944,-1.1424306810141756,0.14904025326643763,-7.665249192591378,1.7848432384148373e-14,5.873713338215048e-14
RL4890,809.2344731916546,1.3600550669166833,0.1774410861052246,7.66482609394171,1.790736734774003e-14,5.891133914733905e-14
RL48997,352.0478424691116,0.8622349651167518,0.11250758145444043,7.663794332526035,1.8051889028340134e-14,5.936689559889488e-14
RL56883,867.9720969930584,1.0801407674668528,0.14096085769784203,7.662700022599172,1.8206425979089795e-14,5.985507302131296e-14
RL39077,118.04562631106778,-1.0814969729318389,0.1411687533468766,-7.661022338806164,1.8445876686449374e-14,6.062199098424794e-14
RL36224,26.973907079104684,-1.3405120251248597,0.17500163503435318,-7.659997147236449,1.8593721371782207e-14,6.108743521943837e-14
RL52324,213.65742709999395,0.7225389863005943,0.09434139689999305,7.658769215242006,1.8772338533795997e-14,6.165363357922298e-14
RL2928,80.47116201948656,-1.1398349617114438,0.1488597547800066,-7.657106270233729,1.901692688060978e-14,6.243604880226948e-14
RL24805,614.0459435571604,0.932187371451036,0.1217568001209436,7.6561421663929625,1.9160161472984265e-14,6.2885289326439e-14
RL13628,67.57110195011565,-1.425373097991829,0.18618505157618256,-7.655679582893903,1.9229262645283223e-14,6.309099872257977e-14
RL42824,110.14641906760824,-1.2164181008368764,0.1588942602058912,-7.655519458416385,1.9253239268229413e-14,6.31485670053483e-14
RL38813,664.0483454974498,0.8255285080444165,0.10783716650998273,7.6553245486842,1.928246423492477e-14,6.322330510416069e-14
RL26417,197.83861962126898,-0.8545952153056671,0.1116436669027444,-7.65466809729679,1.9381214598729777e-14,6.352587695578318e-14
RL19991,164.23651005614013,-1.7196069992723706,0.22471250480588226,-7.652475774580734,1.971462576643282e-14,6.459713881427103e-14
RL2073,701.1845138414502,1.8425193492912424,0.24079414870872692,7.6518443623811585,1.9811693863125726e-14,6.48935402721463e-14
RL581,49.59989455857905,-1.1494135283568756,0.15022741173578008,-7.651157102929149,1.9917881856450367e-14,6.521960647894051e-14
RL26059,41.88212551884867,-1.2692513626676927,0.16590291153237174,-7.65056713558659,2.0009483773277807e-14,6.549771021786269e-14
RL3038,138.41950526887302,-1.137056227981231,0.14864304469791353,-7.6495757355620935,2.0164348769404086e-14,6.598264075826328e-14
RL22810,79.97311178524481,-1.3239288173783752,0.1730875746392738,-7.648895769309451,2.02712462491043e-14,6.631033916262632e-14
RL55542,360.4446954858573,1.0219786021120683,0.13361369224991,7.6487565376201685,2.0293203521951704e-14,6.636005946905286e-14
RL51527,78.83268474299177,-0.8849860447684867,0.11575204953855739,-7.6455323970198465,2.08082551375085e-14,6.802165960397253e-14
RL51039,55.75109488310384,-1.5413611825208249,0.20164546663883995,-7.643916861674367,2.1071148989125404e-14,6.885813080639317e-14
RL31518,103.22316566852246,-1.0124852052974906,0.1325179370130873,-7.640363471682319,2.1660937580770147e-14,7.076194512413935e-14
RL28964,78.74181796460601,-1.1008055049949508,0.1440828128178097,-7.640088942370252,2.1707173627907233e-14,7.088940639376423e-14
RL46726,175.01401684292634,0.9112715057091131,0.11927769668403224,7.639915349162719,2.1736460170577988e-14,7.096144909410765e-14
RL31192,37.98608219161986,-1.5569894745407409,0.2038132808391012,-7.639293514782749,2.1841687866632188e-14,7.1281281106789e-14
RL34070,576.4086398904377,1.043706921656446,0.13662776167398563,7.639054529392698,2.1882262474560994e-14,7.13899725914249e-14
RL63625,209.03103028340433,0.8858326224247166,0.1159753606395253,7.638110522269142,2.2043260822385932e-14,7.189133884949514e-14
RL31072,211.64093959894075,1.305762101246835,0.17110931456201484,7.631157336987578,2.3265552366960543e-14,7.585249808882887e-14
RL38843,596.988619699074,1.098546206888579,0.14398299125207073,7.629694294691769,2.3531103951081876e-14,7.669281141706738e-14
RL48818,1372.6251220298138,1.1984789604168609,0.15709355365366276,7.62907791276461,2.3643871802359986e-14,7.703477806873758e-14
RL36673,108.39363030656169,-0.9827712669973976,0.12882055533911752,-7.62899418039514,2.3659231697712972e-14,7.705925547978155e-14
RL64028,122.1629515986976,1.195701867464657,0.15683626304794318,7.623886493005406,2.4614983071352697e-14,8.014560137953697e-14
RL38522,2246.510743805811,0.8874332565468405,0.11642072518716165,7.622639827403365,2.485396563760882e-14,8.089689842933994e-14
RL47764,57.11049895855134,-1.6733595172459734,0.21958468601128486,-7.6205656580257894,2.5256645502179234e-14,8.218033758495695e-14
RL63462,49.0286779627914,-1.324069073316904,0.1737558018603143,-7.620286972525666,2.531123629511614e-14,8.233068579597234e-14
RL38664,607.8632553865644,1.0070819135800688,0.13216064810244885,7.620134495704008,2.534115358582339e-14,8.240070470622042e-14
RL13889,57.65786438617979,-1.25734656711961,0.16504041360458413,-7.618416239140388,2.568070441360515e-14,8.347716562118588e-14
RL48941,967.9403460015683,0.7432263970881878,0.09757920588603967,7.616647320907524,2.6034941158086265e-14,8.460063605969791e-14
RL33296,111.71647605950503,-1.1621503359758545,0.15259124047867687,-7.616101241003108,2.614526468335958e-14,8.493102851160803e-14
RL62327,321.7626806326182,-1.5628550507761487,0.2053377988081982,-7.6111415426050195,2.716854936949248e-14,8.822591098161909e-14
RL47800,88.39124687374455,-1.0489231187275365,0.13784866094692516,-7.609236908956232,2.757189478233133e-14,8.950611793801443e-14
RL40495,548.1277397768628,1.1651160975754054,0.1531223327981567,7.609053991563999,2.7610939876673875e-14,8.960324837704477e-14
RL7403,122.40209297498097,-0.8649860115607834,0.11368892939454384,-7.608357437855298,2.7760122988436703e-14,9.005761735924956e-14
RL10282,128.8766589449518,-1.2670014144261816,0.16662127658588788,-7.604079385222351,2.869390876374318e-14,9.302548169691582e-14
RL55098,30.245713111373103,-1.2313855951264872,0.16193675797780588,-7.604114164711472,2.868619417093987e-14,9.302548169691582e-14
RL20703,108.14510645366899,-1.0898723025849393,0.14335566721623047,-7.602575634076822,2.902942103625675e-14,9.408215002509612e-14
RL30901,950.134535959111,1.1663276361304418,0.15342604456565326,7.601888189402895,2.918408382859087e-14,9.455219505007005e-14
RL34213,72.07568810080915,-1.1255316278177632,0.1480957563516294,-7.600026196195458,2.960708106737366e-14,9.58910079424833e-14
RL46482,1118.9358869104692,0.9917520812534887,0.13057341619126978,7.595359838029556,3.069382995666214e-14,9.937797895628824e-14
RL62523,239.69235864426014,-0.9491607849503633,0.12502881499127275,-7.591536279189853,3.1613462765613735e-14,1.0232175489727319e-13
RL14712,652.6831616197409,0.9271176076887878,0.12214740440528077,7.590153979962148,3.19525552479063e-14,1.0338520347098513e-13
RL10108,420.4558263337131,1.0951794700543016,0.14429879111076066,7.589664900336312,3.207338626092844e-14,1.0374198059364865e-13
RL2114,30.76352350657267,-1.3591718598628384,0.17909478669964224,-7.589120179931812,3.2208492786106086e-14,1.0414468197548955e-13
RL35806,96.76186040834732,-1.020401309000881,0.13449502598221694,-7.5869074082769385,3.27631031318605e-14,1.0590311808916066e-13
RL58168,362.29523337112704,-0.9587090072912876,0.1263949432935351,-7.585026602407789,3.32418854352167e-14,1.074153718242277e-13
RL8903,93.96139252752546,-1.2483010242830828,0.16463309108499893,-7.582321488689011,3.394259270468575e-14,1.0964350669737303e-13
RL5849,65.31987741894999,-0.8630090629083992,0.11385162163874493,-7.580120954682194,3.452329538735774e-14,1.1148265725217133e-13
RL18805,224.01005900710507,-1.0049298100336617,0.13260378154110805,-7.578440059208468,3.497344133457401e-14,1.1289914329569913e-13
RL38282,56.17918994843347,-1.1016674891052314,0.14537411313041998,-7.578154496577315,3.505048686239808e-14,1.1311067400221793e-13
RL63359,90.00214115901836,-0.8651252318613557,0.11422517905888772,-7.573857524139651,3.623017522720861e-14,1.1687921180393842e-13
RL26779,249.84006346096692,1.0006280423553537,0.1321177124834617,7.5737614854678235,3.6256982829618693e-14,1.1692728124363073e-13
RL63275,153.7376607459899,-1.3187785189995804,0.17414560879818328,-7.5728496865396595,3.651247006734959e-14,1.1771255944234176e-13
RL49275,413.9443636744331,0.7522756477996625,0.09934731299129719,7.572179107305717,3.670149625043758e-14,1.1828312870997605e-13
RL20395,84.26287199970717,-1.3862920282457247,0.183084760471064,-7.571859201600911,3.6792011581982364e-14,1.185359428264655e-13
RL11641,86.68164165695558,-1.1838561800153222,0.15636300860104646,-7.571203640855241,3.6978184835420236e-14,1.1909667926658797e-13
RL54133,90.14521603048809,-1.650595487991572,0.2181937453039988,-7.564815781918392,3.884146616897117e-14,1.250567861571465e-13
RL53175,40.68925716956302,-1.235044300667492,0.16326492226849926,-7.564664126911385,3.888680631104761e-14,1.2516172991625288e-13
RL22214,1266.0542146712698,1.0550757921670983,0.13955954274455795,7.56004047747742,4.0294394810822826e-14,1.2964972380153346e-13
RL60040,249.5414381483576,1.2337346657083468,0.16320053083193964,7.559624098152106,4.0423586174363066e-14,1.300228025654259e-13
RL16598,34.50068356366778,-1.113666748783941,0.14732113986586978,-7.559449715077493,4.047781351227043e-14,1.3015459354633124e-13
RL16078,1308.4896890466484,1.3735383672784691,0.18170295939990083,7.559251493837908,4.0539540599718803e-14,1.3031040546292592e-13
RL53157,789.9963217005525,0.7319392358730237,0.09686214245728847,7.556504711794637,4.1404490889536146e-14,1.3304715331650687e-13
RL242,247.32738193749086,0.8817885343039382,0.11673116228536778,7.554011431397099,4.220531118881854e-14,1.3557610594510896e-13
RL21226,87.2631909735931,-1.275243180262054,0.1688201103485961,-7.55385823187065,4.225501120526734e-14,1.3569137018826858e-13
RL55005,214.74646892894094,-1.0381291114759799,0.13744112294612426,-7.553264184860579,4.2448272973306077e-14,1.3626742092117218e-13
RL42706,51.424234364622826,-0.9101136420071565,0.1205168884366275,-7.551751906420401,4.294419509765439e-14,1.378143777316883e-13
RL63053,199.54201464157356,1.5580989388546211,0.20637597062045326,7.549807926622068,4.359006138873475e-14,1.3984135995993964e-13
RL37455,96.57592414800612,-1.123689140317219,0.14888493349294926,-7.547366371832603,4.4414786405217614e-14,1.4244062785736023e-13
RL7705,606.9829369279829,0.8259289224288097,0.10945872599126072,7.545574050393685,4.5029955930290937e-14,1.4436636214020798e-13
RL56835,633.9147593006116,0.9328564177902756,0.12365995132056232,7.543722990574712,4.567407959100949e-14,1.4638363628711268e-13
RL16451,60.09028614173744,-0.8959112417518256,0.11876488154617496,-7.54357037272421,4.5727589362212764e-14,1.4650731730405526e-13
RL705,805.8305036761798,0.8186195523862244,0.10854747755533857,7.541580613597254,4.6430890609532035e-14,1.4871211538995584e-13
RL40685,282.91358504357987,1.1819323590122994,0.15677988723372363,7.538800925722721,4.743123863994504e-14,1.5186656780054135e-13
RL41528,1061.4723229679832,0.7812055305477812,0.10365804232562949,7.53637164103212,4.8322815925470454e-14,1.546708123820469e-13
RL56449,1252.1733566976372,0.820654572599602,0.10890658615885251,7.535398928055507,4.8684415518273456e-14,1.5577743903207734e-13
RL49166,79.82875125316234,-1.0281588613014812,0.13644913658343405,-7.535107125231215,4.8793409120825083e-14,1.5607533471221573e-13
RL32082,56.657486285379605,-1.5610129680707163,0.20718008768610027,-7.534570457542309,4.8994490902759944e-14,1.5666750265877652e-13
RL46902,427.7695420306825,1.28012187473427,0.16990217301712332,7.5344644038499435,4.9034324026873435e-14,1.567438352681957e-13
RL31512,781.4220471270847,1.1364518272500295,0.15089915874151003,7.531200549611873,5.027589901222254e-14,1.6066037367394252e-13
RL37763,78.69966774802715,-0.9815100875132782,0.13036465538086006,-7.528958555873895,5.1146612698749134e-14,1.6338963458090973e-13
RL55823,658.8008165650053,0.8467094323491684,0.11250402794751704,7.526036603277503,5.23036836269498e-14,1.6703160104606408e-13
RL32713,79.59090776767768,-1.3360756351610155,0.17755912524435843,-7.524680206225934,5.284951588258933e-14,1.6871984589305174e-13
RL29756,24.48201453373014,-2.1218136412369257,0.28199057592052684,-7.524413304630842,5.295757819460081e-14,1.6900988556092947e-13
RL51938,209.41596919112663,-1.0652961137924344,0.14160973240976585,-7.522760587597638,5.363157928128205e-14,1.7110529842176406e-13
RL64092,281.44012183833036,-1.2895124372968603,0.1714428764537804,-7.521528242933455,5.413962876069029e-14,1.7267007289054194e-13
RL2095,103.77545570679472,-0.9808372005771008,0.13044433307793224,-7.519201313184779,5.51118701074563e-14,1.7571381962831846e-13
RL3060,117.91558996382176,-1.3982639280355829,0.18596358607675736,-7.5190200271704954,5.518833205333987e-14,1.7590049359422185e-13
RL56027,1163.9750279221694,0.8540965803742379,0.11362627006527806,7.516717567896588,5.6168574051757315e-14,1.7885064759671103e-13
RL56451,221.11705188489492,1.0201898005189374,0.13572227404906806,7.516745557550157,5.6156555661494547e-14,1.7885064759671103e-13
RL49736,199.45232719480387,-0.7736904389835757,0.10292869307692601,-7.516761515715945,5.614970456604947e-14,1.7885064759671103e-13
RL62877,105.63509833828407,-0.9280743117464317,0.12347856620441325,-7.516076192608572,5.644466613419139e-14,1.7967151424238555e-13
RL50637,471.5393191830561,0.9912494870785429,0.1319436370400227,7.512673663663412,5.793181414814225e-14,1.8434556543576048e-13
RL55490,294.28455893046527,1.1494925955506317,0.15306019076906077,7.510069011249314,5.909620139553148e-14,1.8798985996246167e-13
RL21735,93.60849761613245,-1.6717724081757863,0.22260585649826103,-7.510010897619155,5.912244126388586e-14,1.8801242655808264e-13
RL63669,92.27550548720608,-0.9472117309425616,0.12612807735946052,-7.509919684599979,5.916364949771738e-14,1.8808256331096944e-13
RL2341,1382.2660638017005,1.0168768634403944,0.135451269445966,7.507326196348756,6.034722487411237e-14,1.9178309005300436e-13
RL26431,207.25547320497066,-0.8535747067775257,0.1137235054800569,-7.505701685630968,6.110041827013004e-14,1.9411391375369686e-13
RL26169,399.4950470191077,0.867274748107303,0.11558492050791519,7.503355492189074,6.220455300507794e-14,1.9755779770694224e-13
RL26919,578.8294501540436,0.9355188547181637,0.1247084720722613,7.501646353072829,6.302121192374803e-14,2.000867446140335e-13
RL51542,166.18056459978834,1.0740271392901781,0.14319798087950514,7.500295274372096,6.367423403023506e-14,2.0209469236487014e-13
RL54557,57.31287399514285,-1.4483276486998955,0.19322681602991368,-7.495479553291807,6.605640221719786e-14,2.095876800558588e-13
RL8269,246.08253845161218,-0.9477582246205714,0.12644997368253524,-7.4951239373130205,6.623574650693623e-14,2.100888342048171e-13
RL63667,93.29727344405964,-1.1195255411553673,0.14939085589605366,-7.493936187997574,6.683822865781059e-14,2.1193135467216657e-13
RL46190,39.03540743375943,-1.3382072764571458,0.17857384230113993,-7.493859454513195,6.687733621298039e-14,2.119869082025395e-13
RL12893,37.83911229702096,-1.1661691658405804,0.15563725747702614,-7.492866327413411,6.738552193409768e-14,2.135288239408968e-13
RL38669,813.7022361729254,0.8028062721849778,0.10715782146011445,7.491812181752807,6.792908431741055e-14,2.1518180903128117e-13
RL62837,122.26357294957569,-1.0512685797272554,0.14040715475032622,-7.487286396456324,7.031216394729411e-14,2.2265896483793236e-13
RL54366,835.4327281883288,1.028416507877769,0.13736104816577588,7.486958796620508,7.048781870638126e-14,2.2314325586610702e-13
RL42741,132.8602065460425,-1.235222619938519,0.16500848291704617,-7.485812838843539,7.110566673698916e-14,2.2502663466233758e-13
RL32235,1228.0147707490366,1.1482679577284334,0.15342931854226055,7.484019147306286,7.208344655950871e-14,2.28047501679889e-13
RL23881,256.0550080660878,-0.8528759280486856,0.11398406464015,-7.482413710558859,7.296980614761895e-14,2.307772935167852e-13
RL52236,41.684374853211175,-1.46166989850038,0.19536531327078674,-7.481726791871327,7.335231781228324e-14,2.319123505848749e-13
RL14953,136.2093129418215,-1.1285503173270715,0.15092568615250507,-7.477523184401568,7.573640975054325e-14,2.393728817992709e-13
RL36020,36.60455670098135,-1.4250930108683577,0.19059964032490093,-7.476892445542439,7.610064656446678e-14,2.4044670182209256e-13
RL8727,68.62538673534544,-1.296551360890839,0.17344456453565593,-7.4753069625557504,7.702384710714523e-14,2.432853581833921e-13
RL17816,29.783306305098353,-1.0974958178535454,0.14682555053586716,-7.474828555711389,7.730457133561276e-14,2.440935339278834e-13
RL49761,2455.0386937247026,0.8184301637871535,0.1094952665605352,7.474571180067212,7.745601254994531e-14,2.444931029381109e-13
RL17267,94.33767457905094,-1.188931660913068,0.15908672841139856,-7.4734811180382605,7.810065055191024e-14,2.46448710931799e-13
RL17192,48.92211893076373,-1.1185976260939454,0.14969577506136514,-7.4724729247395,7.870156615661746e-14,2.482651396267213e-13
RL3748,102.7236655889473,-0.8958037491378136,0.11988837553873442,-7.4719817089221525,7.899599087791789e-14,2.4911388260152654e-13
RL2775,91.28429740880551,-1.5324239625708465,0.2051469195623162,-7.469885318484402,8.026474199525955e-14,2.530336328710911e-13
RL49815,283.24950174564304,1.010097793100294,0.13523930820789665,7.4689659869268255,8.082742630393846e-14,2.5472571447518474e-13
RL8983,1062.9775396086222,0.8165979404279187,0.10934678032424872,7.46796511069133,8.14444295923892e-14,2.565878404226057e-13
RL41735,142.62976105684314,-1.0066017629067199,0.13481077270606126,-7.466775411943483,8.218385919670229e-14,2.5883434807941516e-13
RL35760,78.51290880936561,-1.030392779737722,0.13801697257947473,-7.465696142149385,8.286036028472796e-14,2.608812882321348e-13
RL12192,206.472279323265,-1.1443368658953728,0.1533054733942322,-7.464422766907069,8.366557056104905e-14,2.633320201633018e-13
RL12217,1075.4795188518997,0.8610065138274265,0.11542740655485008,7.4592901246402334,8.698987201117008e-14,2.737073191764467e-13
RL9703,171.20898943924743,2.14713174466504,0.28809371173715803,7.452893475939431,9.131501232310859e-14,2.8722402979273744e-13
RL44785,103.2772955637018,-1.860689970471804,0.24968760359668526,-7.452071883702062,9.188563401906098e-14,2.889263291921802e-13
RL31612,52.29645833752292,-0.9943015355128135,0.13343402983265373,-7.451633865512543,9.219128229166405e-14,2.8979461975164566e-13
RL33021,250.1406922362489,1.198500293605662,0.16089445981343772,7.448984228514527,9.406161420446499e-14,2.955792164761108e-13
RL62697,78.17331816516962,-1.3234450888376834,0.177712062600267,-7.4471314410128,9.5391570475301e-14,2.9966257903629427e-13
